date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:43:41	106247/106247	---M--	200	added ('OK')	image/jpeg	etag:%2219f07-5307ff68d79c0%22	http://template.cospo.itembridge.com/img/sport/label/services-element-5.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/sport/label/services-element-5.jpg	(from http://template.cospo.itembridge.com/sport-shop.html)
09:43:52	114084/114084	---M--	200	added ('OK')	image/jpeg	etag:%221bda4-5307ff68d79c0%22	http://template.cospo.itembridge.com/img/sport/label/services-element-7.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/sport/label/services-element-7.jpg	(from http://template.cospo.itembridge.com/sport-shop.html)
09:43:55	125013/125013	---M--	200	added ('OK')	image/jpeg	etag:%221e855-5307ff68d79c0%22	http://template.cospo.itembridge.com/img/sport/label/services-element-8.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/sport/label/services-element-8.jpg	(from http://template.cospo.itembridge.com/sport-shop.html)
09:43:57	164587/164587	---M--	200	added ('OK')	image/jpeg	etag:%22282eb-5307ff68d79c0%22	http://template.cospo.itembridge.com/img/sport/label/services-element-6.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/sport/label/services-element-6.jpg	(from http://template.cospo.itembridge.com/sport-shop.html)
09:44:09	175065/175065	---M--	200	added ('OK')	image/jpeg	etag:%222abd9-5307ff68d79c0%22	http://template.cospo.itembridge.com/img/sport/label/services-element-9.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/sport/label/services-element-9.jpg	(from http://template.cospo.itembridge.com/sport-shop.html)
09:44:10	3126/3126	---M--	200	added ('OK')	application/javascript	etag:%22c36-5381f9a64eb40%22	http://template.cospo.itembridge.com/js/notify.js	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/js/notify.js	(from http://template.cospo.itembridge.com/sport-shop.html)
09:44:11	85656/85656	---M--	200	added ('OK')	application/javascript	etag:%2214e98-52fa7d89153c0%22	http://template.cospo.itembridge.com/js/jquery-2.2.2.min.js	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/js/jquery-2.2.2.min.js	(from http://template.cospo.itembridge.com/sport-shop.html)
09:44:12	127134/127134	---M--	200	added ('OK')	image/jpeg	etag:%221f09e-5307ff68d79c0%22	http://template.cospo.itembridge.com/img/sport/label/services-element-10.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/sport/label/services-element-10.jpg	(from http://template.cospo.itembridge.com/sport-shop.html)
09:44:18	657/657	---M--	200	added ('OK')	text/css	etag:%22291-52cea4f3e36c0%22	http://template.cospo.itembridge.com/css/ios.css	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/css/ios.css	(from http://template.cospo.itembridge.com/css/main.css)
09:44:18	10051/10051	---M--	200	added ('OK')	application/javascript	etag:%222743-5328e338a4dc0%22	http://template.cospo.itembridge.com/js/app.js	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/js/app.js	(from http://template.cospo.itembridge.com/sport-shop.html)
09:44:19	925/925	---M--	200	added ('OK')	image/svg+xml	etag:%2239d-52ce3221bd140%22	http://template.cospo.itembridge.com/img/ico/checked-transparent.svg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/ico/checked-transparent.svg	(from http://template.cospo.itembridge.com/css/main.css)
09:44:19	1032/1032	---M--	200	added ('OK')	image/svg+xml	etag:%22408-52ce3221bd140%22	http://template.cospo.itembridge.com/img/ico/dark/quote.svg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/ico/dark/quote.svg	(from http://template.cospo.itembridge.com/css/main.css)
09:44:19	909/909	---M--	200	added ('OK')	image/svg+xml	etag:%2238d-52ce3221bd140%22	http://template.cospo.itembridge.com/img/ico/dark/checked.svg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/ico/dark/checked.svg	(from http://template.cospo.itembridge.com/css/main.css)
09:44:19	929/929	---M--	200	added ('OK')	image/svg+xml	etag:%223a1-52ce3221bd140%22	http://template.cospo.itembridge.com/img/ico/light/checked.svg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/ico/light/checked.svg	(from http://template.cospo.itembridge.com/css/main.css)
09:44:20	1032/1032	---M--	200	added ('OK')	image/svg+xml	etag:%22408-52ce3221bd140%22	http://template.cospo.itembridge.com/img/ico/light/quote.svg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/ico/light/quote.svg	(from http://template.cospo.itembridge.com/css/main.css)
09:44:25	29536/29536	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%227360-52e2c58189cc0%22	http://template.cospo.itembridge.com/fonts/1457133584.eot	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/fonts/1457133584.eot	(from http://template.cospo.itembridge.com/css/main.css)
09:44:25	29536/29536	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%227360-52e2c58189cc0%22	http://template.cospo.itembridge.com/fonts/1457133584.eot?	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/fonts/1457133584d41d.eot	(from http://template.cospo.itembridge.com/css/main.css)
09:44:29	22292/22292	---M--	200	added ('OK')	font/woff	etag:%225714-52e2c58189cc0%22	http://template.cospo.itembridge.com/fonts/1457133584.woff	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/fonts/1457133584.woff	(from http://template.cospo.itembridge.com/css/main.css)
09:44:32	72466/72466	---M--	200	added ('OK')	image/svg+xml	etag:%2211b12-52e2c58189cc0%22	http://template.cospo.itembridge.com/fonts/1457133584.svg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/fonts/1457133584.svg	(from http://template.cospo.itembridge.com/css/main.css)
09:44:32	1149/1149	---M--	200	added ('OK')	image/svg+xml	etag:%2247d-52ce3221bd140%22	http://template.cospo.itembridge.com/img/ico/view.svg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/ico/view.svg	(from http://template.cospo.itembridge.com/css/main.css)
09:44:32	29372/29372	---M--	200	added ('OK')	font/ttf	etag:%2272bc-52e2c58189cc0%22	http://template.cospo.itembridge.com/fonts/1457133584.ttf	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/fonts/1457133584.ttf	(from http://template.cospo.itembridge.com/css/main.css)
09:44:33	196/196	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Jan%202023%2014:44:20%20GMT	http://template.cospo.itembridge.com/img/svg/oval.svg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/svg/oval.svg	(from http://template.cospo.itembridge.com/css/main.css)
09:44:33	428/428	---M--	200	added ('OK')	image/svg+xml	etag:%221ac-52eb35219cec0%22	http://template.cospo.itembridge.com/img/svg/loading.svg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/svg/loading.svg	(from http://template.cospo.itembridge.com/css/main.css)
09:44:33	428/428	---M--	200	added ('OK')	image/svg+xml	etag:%221ac-52fa916bcbe40%22	http://template.cospo.itembridge.com/img/svg/loading-dark.svg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/svg/loading-dark.svg	(from http://template.cospo.itembridge.com/css/main.css)
09:44:33	218702/218702	---M--	200	added ('OK')	image/jpeg	etag:%223564e-52fce928c7400%22	http://template.cospo.itembridge.com/img/sport/bg/bg-5.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/sport/bg/bg-5.jpg	(from http://template.cospo.itembridge.com/sport-shop.html)
09:44:33	1096/1096	---M--	200	added ('OK')	image/svg+xml	etag:%22448-5317762fa66c0%22	http://template.cospo.itembridge.com/img/svg/left-menu.svg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/svg/left-menu.svg	(from http://template.cospo.itembridge.com/css/main.css)
09:44:34	1096/1096	---M--	200	added ('OK')	image/svg+xml	etag:%22448-5317762fa66c0%22	http://template.cospo.itembridge.com/img/svg/left-menu-dark.svg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/svg/left-menu-dark.svg	(from http://template.cospo.itembridge.com/css/main.css)
09:44:34	721/721	---M--	200	added ('OK')	image/svg+xml	etag:%222d1-52ce3221bd140%22	http://template.cospo.itembridge.com/img/ico/share.svg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/ico/share.svg	(from http://template.cospo.itembridge.com/css/main.css)
09:44:34	1504/1504	---M--	200	added ('OK')	image/svg+xml	etag:%225e0-52ce3221bd140%22	http://template.cospo.itembridge.com/img/ico/light/close.svg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/ico/light/close.svg	(from http://template.cospo.itembridge.com/css/main.css)
09:44:34	863/863	---M--	200	added ('OK')	image/svg+xml	etag:%2235f-52ce3221bd140%22	http://template.cospo.itembridge.com/img/svg/plus.svg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/svg/plus.svg	(from http://template.cospo.itembridge.com/css/main.css)
09:44:35	964/964	---M--	200	added ('OK')	image/svg+xml	etag:%223c4-52ce3221bd140%22	http://template.cospo.itembridge.com/img/ico/dark/next.svg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/ico/dark/next.svg	(from http://template.cospo.itembridge.com/css/main.css)
09:44:35	994/994	---M--	200	added ('OK')	image/svg+xml	etag:%223e2-52ce3221bd140%22	http://template.cospo.itembridge.com/img/ico/light/next.svg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/ico/light/next.svg	(from http://template.cospo.itembridge.com/css/main.css)
09:44:35	938/938	---M--	200	added ('OK')	image/svg+xml	etag:%223aa-52ce3221bd140%22	http://template.cospo.itembridge.com/img/ico/light/menu.svg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/ico/light/menu.svg	(from http://template.cospo.itembridge.com/css/main.css)
09:44:36	780/780	---M--	200	added ('OK')	image/svg+xml	etag:%2230c-52ff6accb05c0%22	http://template.cospo.itembridge.com/img/svg/mail.svg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/svg/mail.svg	(from http://template.cospo.itembridge.com/css/main.css)
09:44:36	1417/1417	---M--	200	added ('OK')	image/svg+xml	etag:%22589-52f529e3a5500%22	http://template.cospo.itembridge.com/img/ico/dark/close.svg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/ico/dark/close.svg	(from http://template.cospo.itembridge.com/css/main.css)
09:44:36	923/923	---M--	200	added ('OK')	image/svg+xml	etag:%2239b-52ce3221bd140%22	http://template.cospo.itembridge.com/img/ico/dark/menu.svg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/ico/dark/menu.svg	(from http://template.cospo.itembridge.com/css/main.css)
09:44:37	975/975	---M--	200	added ('OK')	image/svg+xml	etag:%223cf-52cbdefe8b640%22	http://template.cospo.itembridge.com/img/svg/search.svg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/svg/search.svg	(from http://template.cospo.itembridge.com/css/main.css)
09:44:37	975/975	---M--	200	added ('OK')	image/svg+xml	etag:%223cf-530d014b09180%22	http://template.cospo.itembridge.com/img/svg/search-dark.svg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/svg/search-dark.svg	(from http://template.cospo.itembridge.com/css/main.css)
09:44:37	199556/199556	---M--	200	added ('OK')	application/javascript	etag:%2230b84-5328e338a4dc0%22	http://template.cospo.itembridge.com/js/core.js	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/js/core.js	(from http://template.cospo.itembridge.com/sport-shop.html)
09:44:37	1521/1521	---M--	200	added ('OK')	image/svg+xml	etag:%225f1-5328e338a4dc0%22	http://template.cospo.itembridge.com/img/svg/home.svg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/svg/home.svg	(from http://template.cospo.itembridge.com/css/main.css)
09:44:37	793/793	---M--	200	added ('OK')	image/svg+xml	etag:%22319-52fb7fc4d5380%22	http://template.cospo.itembridge.com/img/svg/play.svg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/svg/play.svg	(from http://template.cospo.itembridge.com/css/main.css)
09:44:38	1163/1163	---M--	200	added ('OK')	image/svg+xml	etag:%2248b-52f2f60874740%22	http://template.cospo.itembridge.com/img/svg/twitter-dark.svg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/svg/twitter-dark.svg	(from http://template.cospo.itembridge.com/css/main.css)
09:44:38	1157/1157	---M--	200	added ('OK')	image/svg+xml	etag:%22485-52f2f60874740%22	http://template.cospo.itembridge.com/img/svg/twitter.svg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/svg/twitter.svg	(from http://template.cospo.itembridge.com/css/main.css)
09:44:38	1350/1350	---M--	200	added ('OK')	image/svg+xml	etag:%22546-52fa7d89153c0%22	http://template.cospo.itembridge.com/img/svg/big-photo.svg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/svg/big-photo.svg	(from http://template.cospo.itembridge.com/css/main.css)
09:44:38	1350/1350	---M--	200	added ('OK')	image/svg+xml	etag:%22546-530d014b09180%22	http://template.cospo.itembridge.com/img/svg/big-photo-dark.svg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/svg/big-photo-dark.svg	(from http://template.cospo.itembridge.com/css/main.css)
09:44:39	6774/6774	---M--	200	added ('OK')	image/png	etag:%221a76-5314cb933ab80%22	http://template.cospo.itembridge.com/img/app1/iphone.png	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/app1/iphone.png	(from http://template.cospo.itembridge.com/css/main.css)
09:44:49	58165/58165	---M--	200	added ('OK')	image/jpeg	etag:%22e335-52fcc97e8bf00%22	http://template.cospo.itembridge.com/img/login/girl.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/login/girl.jpg	(from http://template.cospo.itembridge.com/css/main.css)
09:44:51	94844/94844	---M--	200	added ('OK')	image/jpeg	etag:%221727c-52fcc97e8bf00%22	http://template.cospo.itembridge.com/img/login/man.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/login/man.jpg	(from http://template.cospo.itembridge.com/css/main.css)
09:44:56	40456/40456	---M--	200	added ('OK')	image/jpeg	etag:%229e08-52fce927d31c0%22	http://template.cospo.itembridge.com/img/classic-performer/piano-element-1.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/classic-performer/piano-element-1.jpg	(from http://template.cospo.itembridge.com/css/main.css)
09:44:59	116997/116997	---M--	200	added ('OK')	image/jpeg	etag:%221c905-52fcc97e8bf00%22	http://template.cospo.itembridge.com/img/login/singer.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/login/singer.jpg	(from http://template.cospo.itembridge.com/css/main.css)
09:45:02	139372/139372	---M--	200	added ('OK')	image/png	etag:%222206c-52fce928c7400%22	http://template.cospo.itembridge.com/img/singer/man-element1.png	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/singer/man-element1.png	(from http://template.cospo.itembridge.com/css/main.css)
09:45:08	56478/56478	---M--	200	added ('OK')	image/jpeg	etag:%22dc9e-52fc020bc7040%22	http://template.cospo.itembridge.com/img/boys-band/element-about.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/boys-band/element-about.jpg	(from http://template.cospo.itembridge.com/css/main.css)
09:45:13	138870/138870	---M--	200	added ('OK')	image/jpeg	etag:%2221e76-52fce927d31c0%22	http://template.cospo.itembridge.com/img/classic-performer/piano-element-1@2x.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/classic-performer/piano-element-1@2x.jpg	(from http://template.cospo.itembridge.com/css/main.css)
09:45:20	149902/149902	---M--	200	added ('OK')	image/png	etag:%222498e-52fce927d31c0%22	http://template.cospo.itembridge.com/img/dj/man.png	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/dj/man.png	(from http://template.cospo.itembridge.com/css/main.css)
09:45:20	41903/41903	---M--	200	added ('OK')	image/jpeg	etag:%22a3af-52fcc97e8bf00%22	http://template.cospo.itembridge.com/img/login/rest.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/login/rest.jpg	(from http://template.cospo.itembridge.com/css/main.css)
09:45:21	1410/1410	---M--	200	added ('OK')	image/svg+xml	etag:%22582-52c6dc7efeb40%22	http://template.cospo.itembridge.com/img/svg/restaurant/basket.svg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/svg/restaurant/basket.svg	(from http://template.cospo.itembridge.com/css/main.css)
09:45:21	3582/3582	---M--	200	added ('OK')	image/svg+xml	etag:%22dfe-52c6dc7efeb40%22	http://template.cospo.itembridge.com/img/svg/restaurant/food.svg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/svg/restaurant/food.svg	(from http://template.cospo.itembridge.com/css/main.css)
09:45:21	2482/2482	---M--	200	added ('OK')	image/svg+xml	etag:%229b2-52c6dc7efeb40%22	http://template.cospo.itembridge.com/img/svg/restaurant/drink.svg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/svg/restaurant/drink.svg	(from http://template.cospo.itembridge.com/css/main.css)
09:45:22	13037/13037	---M--	200	added ('OK')	image/svg+xml	etag:%2232ed-52c6dc7efeb40%22	http://template.cospo.itembridge.com/img/svg/restaurant/fruit.svg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/svg/restaurant/fruit.svg	(from http://template.cospo.itembridge.com/css/main.css)
09:45:22	781/781	---M--	200	added ('OK')	image/svg+xml	etag:%2230d-52e278f293d00%22	http://template.cospo.itembridge.com/img/rental-boards/board.svg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/rental-boards/board.svg	(from http://template.cospo.itembridge.com/css/main.css)
09:45:28	31351/31351	---M--	200	added ('OK')	image/png	etag:%227a77-52fce926def80%22	http://template.cospo.itembridge.com/img/app3/element-bg1.png	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/app3/element-bg1.png	(from http://template.cospo.itembridge.com/css/main.css)
09:45:32	59240/59240	---M--	200	added ('OK')	image/png	etag:%22e768-52fce926def80%22	http://template.cospo.itembridge.com/img/app2/element-bgr.png	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/app2/element-bgr.png	(from http://template.cospo.itembridge.com/css/main.css)
09:45:32	152139/152139	---M--	200	added ('OK')	image/png	etag:%222524b-52fce928c7400%22	http://template.cospo.itembridge.com/img/sport/sport-element-bg1.png	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/sport/sport-element-bg1.png	(from http://template.cospo.itembridge.com/css/main.css)
09:45:33	192265/192265	---M--	200	added ('OK')	image/jpeg	etag:%222ef09-52fc020bc7040%22	http://template.cospo.itembridge.com/img/boys-band/element-about@2x.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/boys-band/element-about@2x.jpg	(from http://template.cospo.itembridge.com/css/main.css)
09:45:45	74111/74111	---M--	200	added ('OK')	image/png	etag:%221217f-52fce927d31c0%22	http://template.cospo.itembridge.com/img/photographer-agency/photo-element-bg1.png	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/photographer-agency/photo-element-bg1.png	(from http://template.cospo.itembridge.com/css/main.css)
09:45:49	139308/139308	---M--	200	added ('OK')	image/png	etag:%222202c-530332c954a40%22	http://template.cospo.itembridge.com/img/app3/element-bg2.png	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/app3/element-bg2.png	(from http://template.cospo.itembridge.com/css/main.css)
09:45:54	125322/125322	---M--	200	added ('OK')	image/png	etag:%221e98a-52fce927d31c0%22	http://template.cospo.itembridge.com/img/law-firm/element-bg1.png	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/law-firm/element-bg1.png	(from http://template.cospo.itembridge.com/css/main.css)
09:45:59	55400/55400	---M--	200	added ('OK')	image/jpeg	etag:%22d868-52fce927d31c0%22	http://template.cospo.itembridge.com/img/community/image.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/community/image.jpg	(from http://template.cospo.itembridge.com/css/main.css)
09:46:03	49453/49453	---M--	200	added ('OK')	image/png	etag:%22c12d-52fce927d31c0%22	http://template.cospo.itembridge.com/img/community/element1-bg1.png	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/community/element1-bg1.png	(from http://template.cospo.itembridge.com/css/main.css)
09:46:03	23051/23051	---M--	200	added ('OK')	image/png	etag:%225a0b-52fce927d31c0%22	http://template.cospo.itembridge.com/img/community/element2-bg1.png	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/community/element2-bg1.png	(from http://template.cospo.itembridge.com/css/main.css)
09:46:03	807/807	---M--	200	added ('OK')	image/svg+xml	etag:%22327-52ce3221bd140%22	http://template.cospo.itembridge.com/img/ico/mail-under.svg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/img/ico/mail-under.svg	(from http://template.cospo.itembridge.com/css/main.css)
09:46:04	12737/12737	---M--	200	added ('OK')	text/css	etag:%2231c1-52ce3221bd140%22	http://template.cospo.itembridge.com/promo/css/bootstrap.min.css	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/css/bootstrap.min.css	(from http://template.cospo.itembridge.com/)
09:46:04	16066/16066	---M--	200	added ('OK')	text/css	etag:%223ec2-530d1554d9840%22	http://template.cospo.itembridge.com/promo/css/style.css	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/css/style.css	(from http://template.cospo.itembridge.com/)
09:46:13	49513/49513	---M--	200	added ('OK')	image/jpeg	etag:%22c169-52fceb0c4a8c0%22	http://template.cospo.itembridge.com/promo/img/into-gallery/2.jpg	C:/xampp/htdocs/cospo/template.cospo.itembridge.com/promo/img/into-gallery/2.jpg	(from http://template.cospo.itembridge.com/)
